ggl_name,bng_name,reach
\xd0\xa1\xd0\xb0\xd0\xb9\xd1\x82 \xd0\xb8\xd0\xbd\xd1\x84\xd0\xbe\xd1\x80\xd0\xbc\xd0\xb0\xd1\x86\xd0\xb8\xd0\xbe\xd0\xbd\xd0\xbd\xd0\xbe\xd0\xb3\xd0\xbe \xd0\xb0\xd0\xb3\xd0\xb5\xd0\xbd\xd1\x82\xd1\x81\xd1\x82\xd0\xb2\xd0\xb0 "\xd0\x9c\xd0\xb8\xd0\xbd\xd1\x81\xd0\xba-\xd0\x9d\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8",#,260836
The East African (press release) (blog),#,7359308
Miami Herald,#,96100
The Star~ Kenya,#,422830
The Standard,#,2085963
Egypttoday,#,54449
Ahram Online,#,3755159
Egypt Independent,bladna,938789
Middle East Media Research Institute,#,319188
Ahram Online,#,187757
afarineshdaily.ir,#,2356549
Suara Pembaruan,#,3105451
The Armenian Mirror-Spectator,#,1899521
Egypt Independent,#,1899521
alanbatnews.net,#,600715
La Cronica del Quindio,#,2587320
Armenian Weekly,#,1899521
Poskotanews,#,274010
Bisnis.com,#,12309295
Solopos,#,12309295
Korea Times,#,2844612
Altinget.dk,#,9384
Jakarta Post,#,365347
Rakyat Merdeka RMCO.ID - The Political News Leader (Siaran Pers),#,12309295
Nature.com,#,720306
Suara.com,#,12309295
Pikiran Rakyat,#,12309295
The Bali Times,#,12309295
merdeka.com,#,12309295
Jawa Pos,#,12309295
\xd8\xa7\xd9\x84\xd8\xb2\xd9\x85\xd8\xa7\xd9\x86,#,1412340
The Korea Herald,#,2844612
Budapester Zeitung (Blog),#,31901
Magyar Demokrata,#,31901
autobild.de,#,247789
Szabad F\xc3\xb6ld,#,54358
\xed\x95\x9c\xea\xb5\xad\xec\x9d\xbc\xeb\xb3\xb4,#,2362605
Blikk.hu,#,56168
Tehran Times,#,2356549
hamshahrionline.ir,Limburger,3084811
A Tarde On Line,#,6877788
Pester Lloyd,#,31901
Arab Media & Society,#,1412340
Jornal do Brasil,#,6877788
GEO.fr,#,330403
Vil\xc3\xa1ggazdas\xc3\xa1g,#,31901
Glamour UK,Marieclaire FR,1520419
Gazeta Express,#,99862
Kloop,#,291048
Xinhua,#,1235598
InStyle,HLN,1196415
N\xc3\xa9pszava,#,146699
V\xc3\xa1lasz.hu,#,13216
PopulationData.net,#,500000
South China Morning Post,#,16960914
The Times of Israel,#,9912
Anime News Network,#,919214
Digital Development Debates,#,2356549
Liechtensteiner Volksblatt,#,36887
The Mainichi,#,7253793
The Japan News,#,16577121
Asahi Shimbun,Nederlands Dagblad,14633900
Marie Claire,#,271689
Nemzeti Sport,#,63437
The Cambodia Daily,#,974099
FourFourTwo,#,42933
New York Times,#,514
Liechtensteiner Vaterland,#,786
De Standaard,#,536761
New York Times,#,3105
LINFO.re,#,528605
Macau Daily Times,#,110492
B92,#,99862
38 North,#,514
Macau Daily Times,#,110492
Madagascar Tribune,#,528605
Verslo \xc5\xbeinios,#,168012
Financial Tribune,#,342756
Macau News,#,206528
Liberian Daily Observer,#,108808
Vakar\xc5\xb3 ekspresas,#,175966
Christian Science Monitor,#,199445
Libya Herald,#,873545
Wall Street Journal,#,153363
Times of Malta,NRC,167341
EN DELFI,#,168012
Kauno diena,#,445780
Times of Malta,#,3624
Front Page Africa,#,6557
The Conversation Africa,#,2736125
Times of Malta,#,3624
Kurier Wile\xc5\x84ski,#,29327
Delfi,#,15980
Nikkei Asian Review,#,5417106
Postimees,#,15980
Delfi,#,15980
Delfi,#,15980
Postimees,#,15980
Transmission and Distribution World,#,1166066
Times of Malta,#,3624
Postimees,#,15980
The New York Times,#,2498546
Postimees,#,53939
Latvijas Av\xc4\xabze,#,5177
Arab Times Kuwait English Daily,#,226862
DELFI.lv,#,5177
Talsu V\xc4\x93stis,#,5177
T\xc3\xa9l\xc3\xa9 Satellite et Num\xc3\xa9rique,#,108705
Middle East Media Research Institute,#,70894
Postimees,#,15980
Middle East Media Research Institute,#,472631
Nyasa Times,#,194088
Postimees,#,15980
Arab Times Kuwait English Daily,#,567157
\xd8\xa7\xd9\x84\xd8\xb5\xd9\x88\xd8\xaa \xd8\xa7\xd9\x84\xd8\xa2\xd8\xae\xd8\xb1 (\xd8\xa8\xd9\x8a\xd8\xa7\xd9\x86 \xd8\xb5\xd8\xad\xd9\x81\xd9\x8a),#,100405
Delfi,#,15980
Delfi,#,24517
African Business Magazine,#,194088
Postimees,#,15980
Nyasa Times,#,194088
Br\xc4\xabv\xc4\x81 Daugava,#,5177
Yahoo News,#,15980
Bauskas Dz\xc4\xabve,#,5177
\xd8\xa7\xd9\x84\xd8\xb3\xd9\x8a\xd8\xa7\xd8\xb3\xd8\xa9,#,1430654
Employee Benefits,#,100405
AllAfrica.com,#,194088
Pohjalainen,#,35008
R\xc4\xabgas Apri\xc5\x86\xc4\xb7a Av\xc4\xabze,#,5177
Kymen Sanomat,#,37514
Aamuposti,#,29110
ERR News,#,15980
Vastra Nyland,#,20563
Neatkar\xc4\xabg\xc4\x81s Tukuma Zi\xc5\x86as,#,2619
Kainuun Sanomat,#,26422
Etel\xc3\xa4-Saimaan Sanomalehti,#,45583
YLE News,#,64151
Etel\xc3\xa4-Suomen Sanomat,#,79839
H\xc3\xa4meen Sanomat,#,46593
Ilta-Sanomat,#,43076
News Now Finland,#,16679
InsideNews (Communiqu\xc3\xa9 de presse) (Blog),#,100487
Iltalehti (lehdist\xc3\xb6tiedote) (Blogi),https//racingnews365.nl,121791
Luxemburger Wort,#,92202
Namibia Economist,#,83816
New Era Live (press release),#,83816
ReliefWeb,#,57108
Delano.lu,#,4158
Republika Online,#,227664
observer.com.na,#,76145
Redheaded Blackbelt,#,209237
Asbarez Armenian News,#,209237
Isle of Man Today,#,17333
Luxemburger Wort - Edition Francophone,#,5574
Tyrv\xc3\xa4\xc3\xa4n Sanomat,#,12442
Luxemburger Wort - Contacto,#,11149
Middle East Media Research Institute,#,209237
Namibian,#,253816
Kauppalehti,#,98327
Kouvolan Sanomat,#,43313
Le Defi Media Group (Communiqu\xc3\xa9 de presse),#,100487
Keskisuomalainen,#,94752
It\xc3\xa4-Savo,#,22980
Svenska YLE,#,8316
Abo Underrattelser,#,11714
\xc3\x85landstidningen,#,95502
L\xc3\xa4nsi-Savo,#,34627
Savon Sanomat,#,91849
PAPERJAM,#,15330
Satakunnan Kansa,#,69790
al-binaa.com,#,209237
Salon Seudun Sanomat,#,34416
Nya \xc3\x85land,#,95502
La Nouvelle Tribune,#,1805361
L\'Opinion,#,591356
Expo - Demokratisk tidskrift,#,95467
\xce\xa0\xcf\x81\xcf\x8e\xcf\x84\xce\xbf \xce\x98\xce\x95\xce\x9c\xce\x91,#,95467
\xce\x95\xce\xbb\xce\xb5\xcf\x8d\xce\xb8\xce\xb5\xcf\x81\xce\xbf\xcf\x82 \xce\xa4\xcf\x8d\xcf\x80\xce\xbf\xcf\x82,#,95467
\xce\xa4\xce\xbf \xce\x92\xce\xae\xce\xbc\xce\xb1 Online,#,195722
Svenska YLE,#,17137
abc24.ma,#,147839
BILDblog (Blog),#,33630
An-Nahar,#,310451
Latvijas Av\xc4\xabze,#,5177
Isle of Man Today,#,17333
GM Authority (blog),#,2171422
Postimees,#,73553
liepajniekiem.lv,#,5177
Maaseuduntulevaisuus,#,43076
Delfi,#,15980
Dzirkstele,#,5177
Athens NEWS,#,95467
BEST News,#,95467
L\xc3\xabtzebuerg Privat online,#,4158
ladepeche.fr,#,1805361
\xd0\x9d\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8 (\xd0\xa1\xd0\xb0\xd1\x82\xd0\xb8\xd1\x80\xd0\xb0),#,95772
\xce\xa1\xce\xb9\xce\xb6\xce\xbf\xcf\x83\xcf\x80\xce\xac\xcf\x83\xcf\x84\xce\xb7\xcf\x82,#,95467
Patras Events,#,12014
Vasabladet,#,36717
Island Conservation News,#,2497
Ethnos,#,95467
Athens Voice Online,#,257450
\xd8\xb9\xd8\xa7\xd8\xac\xd9\x84 \xd9\x86\xd8\xaa (\xd8\xa8\xd9\x8a\xd8\xa7\xd9\x86 \xd8\xb5\xd8\xad\xd9\x81\xd9\x8a),#,503722
Muscat Daily,#,421867
Radio La Primer\xc3\xadsima (Comunicado de prensa) (blog),#,357944
Magazine GoodPlanet,#,95772
Lapin Kansa,#,44913
Telegraaf.nl,#,2160653
RFI ROM\xc3\x82NIA,#,95772
De Stentor,#,470324
El Confidencial,bladna,357944
Times of Oman,MSN,2455647
Parool.nl,#,351382
Noordhollands Dagblad (persbericht),#,851003
Nederlands Dagblad,#,113842
Nasi Lemak Tech (press release) (blog),#,879174
Harian Metro,#,971057
\xe6\x98\x9f\xe6\xb4\xb2\xe7\xbd\x91 Sin Chew Daily (\xe6\x96\xb0\xe9\x97\xbb\xe5\x8f\x91\xe5\xb8\x83),#,1845252
Free Malaysia Today,#,879174
Malay Mail,#,325074
Dagblad van het Noorden,#,529900
Motorsport.com~ Editie: Nederlands,#,879174
Trouw,#,563479
\xe9\xa9\xac\xe6\x9d\xa5\xe8\xa5\xbf\xe4\xba\x9a\xe4\xb8\x9c\xe6\x96\xb9\xe6\x97\xa5\xe6\x8a\xa5 (\xe8\xae\xbd\xe5\x88\xba) (\xe6\x96\xb0\xe9\x97\xbb\xe5\x8f\x91\xe5\xb8\x83) (\xe5\x8d\x9a\xe5\xae\xa2),#,879174
Sinarharian (press release),#,606805
ZdG,#,95772
Handelsblatt,#,63598
De Gooi- en Eemlander,#,470324
Asbarez Armenian News,#,95467
China Press (\xe6\x96\xb0\xe9\x97\xbb\xe5\x8f\x91\xe5\xb8\x83),#,837272
Malaysiakini,#,879174
Barneveldse Krant,AD,470324
S\xc3\xbcddeutsche Zeitung,duitslandinstituut.nl,172106
The Edge Markets MY,#,122293
Tagesspiegel,duitslandinstituut.nl,73797
DIE WELT,#,104551
WirtschaftsWoche,#,77330
Kieler Nachrichten,#,205533
Pforzheimer Zeitung,#,49863
De Limburger,#,658841
Local Sarawak News,#,879174
Berita Harian,#,578383
JUNGE FREIHEIT,#,15497
ZEIT ONLINE,#,252128
KOSMO | Eine starke Verbindung!,Nieuwsblad,1018387
junge Welt,#,12765
Ruhr Nachrichten,#,112192
Leeuwarder Courant,#,470324
Aachener Zeitung,#,55846
BNN - Badische Neueste Nachrichten,#,114685
Braunschweiger Zeitung,#,62984
New Straits Times Online,#,167570
Badische Zeitung,#,72713
Freitag - Das Meinungsmedium,#,11848
Berliner Zeitung,Voetbalzone,73797
Freie Presse,#,126533
Presseportal.de (Pressemitteilung),#,227376
Augsburger Allgemeine,nieuwsbladtransport.nl,182998
Aujourd\'hui Le Maroc,#,197118
K\xc3\xb6lner Stadt-Anzeiger,#,167579
www.ekathimerini.com,#,95467
Rheinpfalz.de,#,111479
Mi Diario,#,858309
Nepali times,#,1144329
Ostsee Zeitung,#,115732
Leipziger Volkszeitung,NOS,105321
Kurzemnieks (Emu\xc4\x81rs),#,5177
Nordbayern.de,#,162055
Saarbr\xc3\xbccker Zeitung,#,63911
Passauer Neue Presse,#,205533
Merkur.de,#,135296
Nordkurier,#,205533
L\xc3\xbcbecker Nachrichten,#,50860
Oberhessische Presse,#,12250
Presseportal.de (Pressemitteilung),#,205533
M\xc3\xa4rkische Allgemeine,#,68009
svz.de,#,205533
Stuttgarter Zeitung,#,99726
Hoy,#,3741881
El Diario de Yucat\xc3\xa1n,#,395882
Express.co.uk,#,66236
Primera Hora,#,3741881
La Estrella de Panam\xc3\xa1,#,324963
EL DEBATE,#,441267
Israel Hayom,#,369544
El Occidental,#,3741881
El Ma\xc3\xb1ana de Reynosa,#,3741881
The Munich Eye,#,205533
Exc\xc3\xa9lsior,#,3741881
elsiglo.com.pa,#,858309
S\xc3\x9cDKURIER Online,#,64822
BILD,#,531707
Schw\xc3\xa4bische,#,80614
Bainbridge Island Review,#,1696639
Heraldo de M\xc3\xa9xico (Comunicado de prensa) (blog),#,339327
LaRep\xc3\xbablica.pe,Metrotime,8037156
La Voz de Michoac\xc3\xa1n,#,3741881
BILD,#,788327
La Prensa Panam\xc3\xa1,#,858309
ABC Color,#,441267
El Comercio,#,5925686
The Times of Israel,#,48801
Ynetnews,#,48801
Unom\xc3\xa1sUno,#,33932
Himalayan Times,De Telegraaf,1144329
Haaretz,#,81868
Volksstimme,#,80408
Haaretz,#,48801
Le Parisien,#,67972
T\xc3\xa9l\xc3\xa9rama.fr,#,171288
\xd7\x9b\xd7\x9c\xd7\x9b\xd7\x9c\xd7\x99\xd7\xa1\xd7\x98,#,48801
L\'\xc3\x89quipe.fr,#,7399
Trierischer Volksfreund,#,48801
Le Point,MSN,123449
Culturamas,#,56554
La Naci\xc3\xb3n.com.py,#,441267
La Voz de Cataratas,MSN,441267
infobae Am\xc3\xa9rica,#,441267
La Croix,Volkskrant,25751
TheMarker,#,48801
Corse-Matin,#,13130
Le Monde,#,89576
actu.fr,#,96910
L\'Yonne R\xc3\xa9publicaine,#,96910
Bien Public,#,15451
Tablet Magazine,#,96910
Le T\xc3\xa9l\xc3\xa9gramme,vlan,96910
Nice-Matin,#,79031
FranceAntilles.fr Martinique,#,96910
L\'Obs,HLN,106347
L\'Humanit\xc3\xa9,#,147999
The Connexion,#,96910
Est R\xc3\xa9publicain,#,53279
Cointelegraph Deutschland,#,50000
ladepeche.fr,bladna,59199
The Jerusalem Post,RD,56852
L\'Express,#,168127
DNA - Derni\xc3\xa8res Nouvelles d\'Alsace,Nieuwsblad,53279
La Provence,#,96910
Le R\xc3\xa9publicain Lorrain,#,36513
Ouest-France,#,234549
Valeurs Actuelles,#,34373
Le Progr\xc3\xa8s,#,77551
L\'Ind\xc3\xa9pendant,#,96910
La Tribune,#,157175
The Peninsula Qatar,#,6927
The Sydney Morning Herald,#,28234
Courier Mail,#,34056
Central Telegraph,#,34056
\xe6\x97\xa5\xe8\xb1\xaa\xe3\x83\x97\xe3\x83\xac\xe3\x82\xb9,#,34056
Paris Match,Volkskrant,171170
Le Figaro,#,120874
The Age,#,23891
Atlantico.fr,#,96910
CastlemaineMail (press release) (blog),#,882
Latrobe Valley Express,#,34056
Hepburn Advocate,#,34056
Queensland Times,#,2933
Brisbane Times,#,34056
Geelong Advertiser,#,6787
Riverine Herald,#,34056
Am\xc3\xa9ricaEconom\xc3\xada.com,#,3741881
Nepali Sansar,#,657353
Le Huffington Post,#,1144329
Cadena Noticias,#,3741881
The West Australian,#,34056
Sydney Morning Herald,#,34056
Herald Sun,#,34056
The West Australian,#,34056
Eyre Peninsula Tribune,#,1357
Avon Valley Advocate,#,34056
Herald Sun,#,95021
Euroa Gazette,#,34056
Bendigo Advertiser,#,2714
Townsville Bulletin,#,34056
ABC Local,#,34056
Goondiwindi Argus,#,34056
Warrnambool Standard,#,34056
TheSpec.com,#,34056
The West Australian,#,34056
iTWire,#,34056
Victor Harbor Times,#,34056
Sunshine Coast Daily,#,3226
Border Chronicle,#,1438
Barossa & Light Herald,#,678
Balonne Beacon (press release),#,34056
Coastal Leader,#,407
The Weekly Times,#,34056
Port Lincoln Times,#,34056
Whyalla News,#,694
iseekgolf.com,#,34056
Pakistan Today,#,1483423
DAWN.com,#,1483423
Ballarat Courier,#,4968
The Cairns Post,#,34056
The Friday Times,#,1483423
Deccan Herald (blog),#,1483423
The Transcontinental,#,34056
The Murray Valley Standard,#,2022
The Flinders News,#,34056
Townsville Bulletin,#,22805
Daily Pakistan Global,#,725048
The Islander,#,34056
\xe9\xa9\xac\xe6\x9d\xa5\xe8\xa5\xbf\xe4\xba\x9a\xe4\xb8\x9c\xe6\x96\xb9\xe6\x97\xa5\xe6\x8a\xa5 (\xe8\xae\xbd\xe5\x88\xba) (\xe6\x96\xb0\xe9\x97\xbb\xe5\x8f\x91\xe5\xb8\x83) (\xe5\x8d\x9a\xe5\xae\xa2),#,239076
The News Lens International,#,369771
Dnevnik/si (sporo\xc4\x8dilo za javnost) (Spletni dnevnik),#,281633
South China Morning Post,#,621204
Financial Times,#,90975
EJ Insight,#,16894
Asia Times,bitcoinmagazine,16894
National Herald,#,1483423
Pakistan Observer,#,1483423
AM730,#,135326
Courier Mail,#,34056
\xe7\xab\x8b\xe5\xa0\xb4\xe6\x96\xb0\xe8\x81\x9e,#,16894
DAWN.com,#,1483423
The Cairns Post,#,5084
Courier Mail,#,46913
Il Resto del Carlino,#,21697
West Coast Sentinel,#,814
The Express Tribune,#,1483423
Gold Coast Bulletin,#,34056
Cruise Law News,#,48971
Hong Kong Free Press,#,16894
\xe7\xab\x8b\xe5\xa0\xb4\xe6\x96\xb0\xe8\x81\x9e,#,16894
Novinite.com,#,48971
South China Morning Post,#,16894
South China Morning Post,#,16894
Union Daily Times,#,536459
Sud Quotidien,#,696394
Frontier Myanmar,#,536459
SME.sk,#,41226
Commerce Journal,#,536459
AsiaNews.it,#,536459
NOV\xc3\x9d \xc4\x8cAS,#,259260
.t\xc3\xbd\xc5\xbede\xc5\x88,#,71506
The Express Tribune,#,1483423
DAWN.com (blog),#,1483423
Primorske Novice,#,1163893
Kyiv Post,#,48971
RTV Slovenija,#,186384
Przegl\xc4\x85d Sportowy,#,10050
Arab News,#,899576
El Vocero de Puerto Rico,#,170255
Frontier Myanmar,#,536459
AEC News Today,#,19746
Inkstone,#,16894
Deutsche Welle,#,48971
PulsBiznesu,#,2118
The Irrawaddy News Magazine,#,536459
Wall Street Journal (blog),#,261952
NotiCel,#,31112
\xc3\x9aj Sz\xc3\xb3 Online,#,4730857
South China Morning Post,#,16894
ELIMPARCIAL.COM,#,31112
Okaz Newspaper - \xd8\xb5\xd8\xad\xd9\x8a\xd9\x81\xd8\xa9 \xd8\xb9\xd9\x83\xd8\xa7\xd8\xb8 (\xd8\xa8\xd9\x8a\xd8\xa7\xd9\x86 \xd8\xb5\xd8\xad\xd9\x81\xd9\x8a),#,4368489
Waterkant,Waterkant,280279
Waterkant,Entorno Inteligente,19906
Primera Hora,#,31112
Gazeta Krakowska,#,38221
Naija247news,#,2736125
Manila Bulletin,#,2893146
Guardian (blog),#,2736125
\xe6\x97\xa5\xe5\x88\x8a\xe3\x81\xbe\xe3\x81\xab\xe3\x82\x89\xe6\x96\xb0\xe8\x81\x9e,#,2893146
Inquirer.net,#,588765
Daily Post Nigeria,#,2736125
\xd0\x93\xd0\xbb\xd0\xb0\xd1\x81 \xd0\x88\xd0\xb0\xd0\xb2\xd0\xbd\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8,#,261952
manilastandard.net,#,2893146
Informatia Zilei Maramures,#,261952
Subotica.com (\xd1\x81\xd0\xb0\xd0\xbe\xd0\xbf\xd1\x88\xd1\x82\xd0\xb5\xd1\x9a\xd0\xb0),#,261952
NIGERIAN TRIBUNE (press release) (blog),#,2736125
P.M. News,#,163381
Stears Business,#,2736125
Saudi Gazette,#,873697
Business Mirror,#,2893146
Euroleague,#,17996
Mindanao Examiner,#,2893146
Telegraf.rs,#,261952
Rappler,#,2893146
Philippine Star,#,1403858
AllAfrica.com,#,2736125
Transindex,#,322280
AllAfrica.com,#,2736125
Philippine Star,#,2893146
BusinessWorld Online,#,626232
Journal Online,#,2893146
Abante Online,#,2893146
Nigerian Entertainment Today,#,27230
INQUIRER.net,#,160572
Vanguard,#,408453
SaharaReporters.com,#,2736125
The Star Online,#,322280
Erd\xc3\xa9lyi Napl\xc3\xb3 (sajt\xc3\xb3k\xc3\xb6zlem\xc3\xa9ny),#,322280
ProSport,#,142256
EVENIMENTUL ZILEI,#,43007
The Punch,#,217841
Matangi Tonga,#,19274
Romania Libera,#,322280
Reuters,#,903039
Gazeta Sporturilor,#,214360
Szatm\xc3\xa1r.ro,#,322280
Libertatea,#,636737
Maszol - H\xc3\xadrek Erd\xc3\xa9lyb\xc5\x91l,#,322280
T\xc3\xa9l\xc3\xa9 Satellite et Num\xc3\xa9rique,#,903039
Royal Dutch Shell plc .com,#,2736125
Trinidad & Tobago Express,#,63947
Merced Sun-Star,#,2893146
\xe0\xb6\xbb\xe0\xb7\x92\xe0\xb7\x80\xe0\xb7\x92\xe0\xb6\xbb,#,624025
A Bola,#,18786
Regi\xc3\xa3o de Leiria,#,18786
\xe0\xb6\xbd\xe0\xb6\x82\xe0\xb6\x9a\xe0\xb7\x8f\xe0\xb6\xaf\xe0\xb7\x93\xe0\xb6\xb4,#,353222
Taiwan News,#,369771
As Beiras Online,#,18786
\xe0\xb7\x83\xe0\xb7\x92\xe0\xb7\x85\xe0\xb7\x94\xe0\xb6\xb8\xe0\xb7\x92\xe0\xb6\xab,#,624025
\xe0\xb6\xaf\xe0\xb7\x92\xe0\xb7\x80\xe0\xb6\xba\xe0\xb7\x92\xe0\xb6\xb1,#,131869
Virakesari (\xe0\xae\x95\xe0\xae\xbf\xe0\xae\xa3\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xb2\xe0\xaf\x8d) (\xe0\xae\x9a\xe0\xaf\x86\xe0\xae\xaf\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbe\xe0\xae\xb3\xe0\xaf\x8d \xe0\xae\x85\xe0\xae\xb1\xe0\xae\xbf\xe0\xae\xb5\xe0\xae\xbf\xe0\xae\xaa\xe0\xaf\x8d\xe0\xae\xaa\xe0\xaf\x81),#,282577
Jornal de Neg\xc3\xb3cios - Portugal,#,3663
New Telegraph Newspaper,#,272302
Destak Jornal,#,25597
24sata,#,899831
Sunday Leader,#,247476
The Record,#,27113
A\xc3\xa7oriano Oriental,#,1341
Aljazeera.com,#,895198
O Jogo,Voetbalzone,10588
The New Paper,#,697733
TV5MONDE Info,#,895198
Taipei Times,#,369771
Khaleej Times,#,651794
Independent,#,2925348
The Observer (blog),#,2925348
La Presse de Tunisie,#,895198
Indian Link,#,68238
Wikinews,#,697733
\xd0\x9a\xd0\xbe\xd0\xbc\xd0\xbc\xd0\xb5\xd1\x80\xd1\x81\xd0\xb0\xd0\xbd\xd1\x82\xd1\x8a \xd0\x9f\xd1\x80\xd0\xb8\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xb8\xd1\x8f,NRC,398602
The Straits Times,#,862165
El Expreso de Campeche,#,2389876
\xd0\x92\xd0\xb5\xd1\x87\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb8\xd0\xb9 \xd0\xa1\xd1\x82\xd0\xb0\xd0\xb2\xd1\x80\xd0\xbe\xd0\xbf\xd0\xbe\xd0\xbb\xd1\x8c,#,84613
The Jamestown Foundation,#,39860
Taiwan News,#,369771
International Business Times~ Singapore Edition,#,68238
OpEdNews,#,69773
7Days,7days,831796
Gulf News,#,1439095
The Portugal News,#,7327
\xd0\x92\xd0\xb5\xd0\xb4\xd0\xbe\xd0\xbc\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8,MSN,515193
\xd0\x93\xd0\xb0\xd0\xb7\xd0\xb5\xd1\x82\xd0\xb0 \xd0\xa2\xd1\x80\xd1\x83\xd0\xb4,#,737414
The Moscow Times,Nederlands Dagblad,182692
Kyiv Post,#,117521
\xd0\x9d\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x8f \xd0\xb3\xd0\xb0\xd0\xb7\xd0\xb5\xd1\x82\xd0\xb0,#,612518
East African Business Week,#,2925348
la diaria,#,313913
UNIAN,#,7377717
Telegraph.co.uk,#,104608
BBC News,#,6920690
Diario EL PAIS Uruguay,#,1176247
Zambian Watchdog,#,1763575
BBC News,#,27588
The Guardian,#,1927081
Zambia Daily Mail,#,194470
Hartford Courant,#,2239262
Middle East Media Research Institute,#,1257721
Direct Racing,#,104608
WAM EN,#,1458423
Il Post,#,249126
Radio Dabanga (press release),Nederlands Dagblad,1257721
Tampa Bay Times,#,116259
CTV News,#,40866
\xd0\x9d\xd0\xb0\xd1\x88 \xd0\x9a\xd1\x80\xd0\xb0\xd1\x81\xd0\xbd\xd0\xbe\xd1\x8f\xd1\x80\xd1\x81\xd0\xba\xd0\xb8\xd0\xb9 \xd0\xba\xd1\x80\xd0\xb0\xd0\xb9,#,76398
The Augusta Chronicle,#,378950
Columbus Ledger-Enquirer,#,730798
Rutland Herald,#,354412
Sudan Tribune,#,1257721
The Philadelphia Inquirer,#,3305335
Los Angeles Times,#,13631711
USA TODAY,#,15154393
Chicago Tribune,#,9359204
Wall Street Journal,#,59082673
Washington Post,#,7437828
Newsday,#,9110489
Minneapolis Star Tribune,#,3835995
Mundo Deportivo,#,147717
Utica Observer Dispatch,#,585051
\xd0\x92\xd0\xb5\xd1\x87\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb8\xd0\xb9 \xd0\x9c\xd1\x83\xd1\x80\xd0\xbc\xd0\xb0\xd0\xbd\xd1\x81\xd0\xba,#,2389876
VN.RU - \xd0\x92\xd1\x81\xd0\xb5 \xd0\xbd\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8 \xd0\x9d\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x81\xd0\xb8\xd0\xb1\xd0\xb8\xd1\x80\xd1\x81\xd0\xba\xd0\xbe\xd0\xb9 \xd0\xbe\xd0\xb1\xd0\xbb\xd0\xb0\xd1\x81\xd1\x82\xd0\xb8,#,2389876
Delo,#,169752
Diari de Tarragona,#,381119
La Gaceta de Salamanca,#,29110
La Nueva Espa\xc3\xb1a,#,164130
Cinco D\xc3\xadas,#,65652
Avvenire.it,#,15460306
EL PA\xc3\x8dS,#,391549
La Voz de Galicia,#,155667
Il Sole 24 ORE,#,60593
La Gazzetta dello Sport,#,126270
La Voz de Almer\xc3\xada,#,147717
La Repubblica,#,103237
Italia Oggi,#,30498
http://estadiodeportivo.com/,Voetbalkrant,147717
\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x82\xe0\xb8\x9e\xe0\xb8\xaa\xe0\xb8\x95\xe0\xb9\x8c,#,589674
El Confidencial,bladna,381119
L\'Eco di Bergamo,#,23278
El Correo Gallego,#,381119
New Hampshire Gazette,#,114662
El Diario Montanes,#,54776
El Punt Avui (Comunicat de premsa),FC Update,42345
Bangkok Post,HLN,648642
AsiaNews,#,68
Poughkeepsie Journal,#,2154391
Pittsburgh Post-Gazette,MSN,3610005
The Fayetteville Observer,#,1289957
Charleston Post Courier,#,1740437
Diari de Girona,#,381119
Telegraph.co.uk,#,381119
\xd0\xa1\xd0\x9f\xd0\x9e\xd0\xa0\xd0\xa2 - \xd0\xad\xd0\x9a\xd0\xa1\xd0\x9f\xd0\xa0\xd0\x95\xd0\xa1\xd0\xa1,#,2389876
Barnstable Patriot,#,97380
Diario de Navarra,#,72217
Diario de C\xc3\xa1diz,#,47604
Alto Arag\xc3\xb3n,#,10340
El Norte de Castilla,#,381119
La Nazione,#,18025
Gazzetta di Reggio,#,3594
Il Tempo,#,17339
il Giornale,#,27087
Il Riformista,#,5135
Il Manifesto,Volkskrant,3876
Gazzetta di Modena,#,101359
La Provincia Pavese,#,5374
Il Fatto Quotidiano,#,13486
Il Messaggero,Voetbalzone,31156
la Nuova di Venezia,#,4963
Quotidiano di Sicilia,#,7360
La Sicilia,#,22097
Il Foglio,#,8558
Giornale di Brescia,#,6305721
Il Secolo XIX,Ajax Showtime,35337
L\'Unione Sarda,#,23392
El Peri\xc3\xb3dico de Arag\xc3\xb3n,Nieuwsblad,24619
Il Mattino,#,27240
Cyclingnews.com,#,9077
La Nuova Sardegna,#,14480
Corriere dell\'Umbria,#,101359
Il Tirreno,#,18794
Gazzetta di Mantova,#,8284
Fidelity News,#,15165
Gazzetta di Parma,#,14720
Corriere Adriatico,#,6641
Heraldo.es,#,72217
